REF,Company Name,CompanyLocation_Country,Review Date,Bean Origin,ChocolateName,Cocoa_Percent,No_of_ingredients,Rating
2266,Legast,Belgium,2019,Colombia,"Chucuri, finca los lagos el Carmen",70,3,5
586,Belcolade,Belgium,2010,Ecuador,Ecuador,71,4,5
129,Pierre Marcolini,Belgium,2007,Ecuador,"Los Rios, Puerto Romero, Equateur",72,5,5
2700,Pierre Marcolini,Belgium,2021,China,"Hainan, lot 218012",72,4,5
2044,Zoto (Chocolatoa),Belgium,2018,Nicaragua,"Jeru Antiguo, batch jan705, 2 turns",72,3,5
773,Benoit Nihant,Belgium,2011,Madagascar,"Somia Plantation, Sambirano, 70hr C",72,3,5
414,Pierre Marcolini,Belgium,2009,Brazil,Bahia,72,5,5
757,Benoit Nihant,Belgium,2011,Indonesia,Bali,72,3,5
141,Pierre Marcolini,Belgium,2007,Madagascar,"Sambirano, Ambanja, Madagascar",72,5,5
1141,Benoit Nihant,Belgium,2013,Ecuador,Rio Peripa H.,73,3,5
2346,Millesime,Belgium,2019,India,"Kaithapara Village, Idukki, Kerala, 2017 H.",74,3,5
1141,Benoit Nihant,Belgium,2013,Venezuela,Chuao,74,3,5
1141,Benoit Nihant,Belgium,2013,Venezuela,Cuyagua Village,74,3,5
1141,Benoit Nihant,Belgium,2013,Cuba,Baracoa,74,3,5
2570,Millesime,Belgium,2021,India,Kaithapara,74,3,5
2566,Millesime,Belgium,2021,Panama,Bocas del Toro,75,3,5
478,Pierre Marcolini,Belgium,2010,Venezuela,Chuao,75,5,5
1538,Frederic Blondeel,Belgium,2015,Peru,Peru Brutus,75,4,5
1626,Mission,Brazil,2015,Brazil,Bahia,70,2,5
927,Lajedo do Ouro,Brazil,2012,Brazil,Catongo,70,5,5
2692,Luisa Abram,Brazil,2021,Brazil,Wild Jurua (limited edition for Caputo's),70,3,5
1876,Nugali,Brazil,2016,Brazil,Fazenda Leolinda,70,3,5
2354,Mission,Brazil,2019,Puerto Rico,"Puerto Rico, 2018 harvest",70,3,5
2238,Luisa Abram,Brazil,2018,Brazil,"Rio Acara, Wild Amazon",70,2,5
2394,Casa Lasevicius,Brazil,2019,Brazil,"Fazenda Camboa, Bahia, 2018",71,2,5
1462,De Mendes,Brazil,2015,Brazil,"Nativo, Varzea",72,3,5
2250,Mestico,Brazil,2018,Brazil,"Fazenda Bonanca, Bahia",75,3,5
572,AMMA,Brazil,2010,Brazil,"Monte Alegre, 3 diff. plantations",75,4,5
1880,Mission,Brazil,2016,Brazil,"Fazenda Camboa, Bahia",75,7,5
2474,Coco,Canada,2020,Peru,Ucayali,70,3,5
2478,Finnia,Canada,2020,Mexico,Mexico,70,3,5
1227,Soma,Canada,2014,Nicaragua,"La Tronca, Matagalpa",70,3,5
387,Soma,Canada,2009,Venezuela,Ocumare,70,3,5
2594,Qantu,Canada,2021,Peru,"Chaska, Junin, lot 425",70,3,5
2426,Qantu,Canada,2019,Peru,"Chunchu, Ayacucho, lot 208",70,3,5
2672,Avanaa,Canada,2021,Colombia,Tumaco,70,2,5
2672,Chaleur B,Canada,2021,Madagascar,Ambanja,70,3,5
2700,Soma,Canada,2021,Vietnam,"Ben Tre, batch BEN210924 8983",70,3,5
2478,McGuire,Canada,2020,Belize,"Maya Mountain, Toledo",70,3,5
607,Soma,Canada,2010,Blend,"Black Science Blend 1, DR, Ecuador, Peru",70,3,5
833,Soma,Canada,2012,U.S.A.,O'ahu Island,70,3,5
2242,Soma,Canada,2018,Madagascar,Bejofo,70,3,5
1073,Soma,Canada,2013,Trinidad,Sangre Grande P.,70,3,5
867,Soma,Canada,2012,Blend,"Dancing in Your Head, 5 bean blend",70,3,5
1828,Soma,Canada,2016,Brazil,Bahia,70,3,5
1828,Soma,Canada,2016,Vietnam,"Tien Giang, Black S., batch VIT60420.0",70,3,5
2016,Soma,Canada,2017,Colombia,Arauca,70,3,5
1073,Soma,Canada,2013,Peru,Apurimac,70,3,5
1173,Soma,Canada,2013,Venezuela,"Orinoco, batch ORI 1",70,3,5
867,Soma,Canada,2012,Blend,"Dual Origins, Sambirano, Elvesia, batch SD06",70,3,5
2016,Soma,Canada,2017,Fiji,Fiji,70,3,5
1307,Soma,Canada,2014,Vanuatu,"Espiritu Santo, 'Smoke Monster', batch sm1",70,3,5
1030,Soma,Canada,2013,Indonesia,Java,70,3,5
1259,Soma,Canada,2014,Peru,Maranon Canyon,70,3,5
1077,Soma,Canada,2013,Venezuela,"Maracaibo, El Vigia",70,3,5
1812,Eau de Rose,Canada,2016,Colombia,Tumaco,70,3,5
682,Soma,Canada,2011,Dominican Republic,"Elvesia P., Black Science",70,3,5
1311,Hummingbird,Canada,2014,Nicaragua,"Momotombo, batch 74",70,3,5
676,Soma,Canada,2011,Bolivia,Alto Beni,70,3,5
377,Soma,Canada,2009,Ghana,Africa,70,3,5
1828,Soma,Canada,2016,Nicaragua,"Chuno, San Jose de Bocay, Pantasma R.,B.S.",70,3,5
377,Choklat,Canada,2009,Mexico,"Porcelana, Tabasco",70,4,5
1097,Hummingbird,Canada,2013,Venezuela,"Ocumare, Cumboto, batch 16",70,3,5
1201,Habitual,Canada,2014,Blend,Africa,70,3,5
1219,Chocolats Privilege,Canada,2014,Mexico,Xoconusco,70,4,5
1932,Soul,Canada,2017,Dominican Republic,Dominican Republic,70,2,5
1177,Soma,Canada,2013,Jamaica,"Bachelor's Hall E., St. Thomas Parish, batch 2",70,3,5
2486,Finnia,Canada,2020,Blend,"Ucayali (Peru), Papua New G., Tabasco (Mexico)",70,3,5
1720,Palette de Bine,Canada,2016,Guatemala,Lachua,70,2,5
2506,Qantu,Canada,2020,Peru,"Piura, Gran Blanco, lot 400",70,3,5
1077,Soma,Canada,2013,Blend,Chef's Blend,70,3,5
2470,Qantu,Canada,2020,Peru,"Morropon, Piura, AoC Golden Bean 2018",70,3,5
2286,Palette de Bine,Canada,2019,Peru,"Maranon, batch 28",70,2,5
1307,Hummingbird,Canada,2014,Bolivia,"Bolivia, batch 85",70,3,5
951,Soma,Canada,2012,Venezuela,Carenero Superior,70,3,5
2672,Avanaa,Canada,2021,Dominican Republic,Zorzal,70,2,5
2708,Kasama,Canada,2021,Philippines,"Davao, Mindanao, batch 24",70,3,5
1570,Palette de Bine,Canada,2015,Trinidad,"San Juan Estate, Gran Couva",70,2,5
1399,Palette de Bine,Canada,2014,Trinidad,Gran Couva,70,2,5
1812,Eau de Rose,Canada,2016,Colombia,Arauca,70,3,5
2474,McGuire,Canada,2020,Guatemala,"Cahabon E., ""Adioesmac""",70,3,5
1832,Soma,Canada,2016,Ecuador,"Camino Verde, Black S., batch cvu6030.0",70,6,5
1077,Soma,Canada,2013,Venezuela,Patanemo,70,3,5
2242,Soma,Canada,2018,Venezuela,"Choroni, Aragua, Finca Torres Farm",70,3,5
1097,Hummingbird,Canada,2013,Venezuela,Amazonas,70,3,5
2482,Finnia,Canada,2020,Colombia,"Chigorodo, batch 001",70,3,5
2294,Petite Patrie,Canada,2019,Peru,"Ucayali, batch PR-17",70,4,5
2330,Cacao 70,Canada,2019,Guatemala,"Monte Grande, lot 001180312",70,4,5
2474,Finnia,Canada,2020,Honduras,Honduras,70,3,5
377,Choklat,Canada,2009,Brazil,Brazilian,70,4,5
2708,Kasama,Canada,2021,Papua New Guinea,"Karkar Island, Madong, batch 34",70,3,5
2478,Kin + Pod,Canada,2020,Colombia,"Tumaco, batch 113",70,3,5
2238,Qantu,Canada,2018,Peru,Amazonas,70,3,5
1311,Hummingbird,Canada,2014,Dominican Republic,"Hispaniola, batch 73",70,3,5
2638,Soma,Canada,2021,Madagascar,Bejofo,70,3,5
1594,Soma,Canada,2015,Venezuela,CSB Chama,70,3,5
1820,Soma,Canada,2016,Madagascar,"Sambirano Valley, Black Science, B-60307.0",70,3,5
951,Soma,Canada,2012,Guatemala,"Cahabon Region, batch Tri1",70,3,5
1197,Habitual,Canada,2014,Blend,Trinidad & Tobago,70,3,5
1426,Chaleur B,Canada,2014,Uganda,Uganda,70,3,5
1498,Ambrosia,Canada,2015,Venezuela,Venezuela,70,2,5
387,Soma,Canada,2009,Dominican Republic,Conacado,70,3,5
377,Choklat,Canada,2009,Venezuela,Ocumare,70,4,5
1570,Palette de Bine,Canada,2015,Bolivia,"Silvestre, La Paz, Beni",70,2,5
967,Soma,Canada,2012,Blend,"Eastern Promises, Mad., Java, PNG, batch EP1",70,3,5
387,Soma,Canada,2009,Papua New Guinea,Papua New Guinea,70,3,5
2638,Soma,Canada,2021,Venezuela,"Guasare, Rosario de Perija, b.4279-GUA201123",70,3,5
1343,East Van Roasters,Canada,2014,Dominican Republic,"Dominican Republic, batch DR113",70,3,5
1387,Hummingbird,Canada,2014,Dominican Republic,Zorzal Reserva w/ Charles Kerchner,70,3,5
1542,Hummingbird,Canada,2015,Vietnam,Lam Dong,70,3,5
1307,Soma,Canada,2014,Nicaragua,La Dalia,70,3,5
1992,Palette de Bine,Canada,2017,Haiti,Pisa,70,2,5
377,Soma,Canada,2009,Dominican Republic,Hispaniola,70,3,5
676,Soma,Canada,2011,Blend,"Three Amigos(Chuao, Wild Bolivia, D.R.)",70,3,5
688,Soma,Canada,2011,Venezuela,Chuao,70,3,5
2266,Cacao 70,Canada,2019,Bolivia,Beniano,70,4,5
387,Soma,Canada,2009,Madagascar,Madagascar,70,3,5
676,Soma,Canada,2011,Grenada,"Grenada, Black Science",70,3,5
2068,Soma,Canada,2018,Haiti,"Pisa, Creole Gardens",70,3,5
1816,Omnom,Canada,2016,Tanzania,Kokoa Kamili,70,3,5
1339,Soma,Canada,2014,Blend,"Little Big Man, Madagascar & Ecuador",70,3,5
1936,Soul,Canada,2017,Madagascar,Madagascar,70,2,5
2490,Tribe,Canada,2020,Vietnam,"Dak Lak, batch 0A08",70,2,5
1343,East Van Roasters,Canada,2014,Madagascar,"Madagascar, batch M132",70,3,5
817,Soma,Canada,2012,Haiti,Noula Coop,70,3,5
2676,Chaleur B,Canada,2021,Belize,Maya Mountain,70,3,5
2266,Cacao 70,Canada,2019,Guatemala,Asochivite,70,4,5
2470,Tribe,Canada,2020,Peru,Ucayali,70,2,5
1343,East Van Roasters,Canada,2014,Peru,"Peru, batch P116",70,3,5
1311,Hummingbird,Canada,2014,Bolivia,"Bolivia, Bo-nib-ia, w/ nibs, batch 78",70,3,5
2490,Tribe,Canada,2020,Honduras,"Copan, batch 0A03",70,2,5
2566,Aruntam,Canada,2021,Tanzania,Kokoa Kamili,72,4,5
2660,Ruket,Canada,2021,Tanzania,Kokoa Kamili,72,2,5
1574,Palette de Bine,Canada,2015,Vietnam,Lam Dong,72,2,5
2676,Chaleur B,Canada,2021,Peru,"Maranon, nano-lot #709, bar# 371",72,3,5
1812,Monarque,Canada,2016,Dominican Republic,Oko Caribe,72,2,5
1992,Palette de Bine,Canada,2017,Peru,Maranon,72,2,5
1165,organicfair,Canada,2013,Nicaragua,Nicaraqua,72,3,5
1165,organicfair,Canada,2013,Dominican Republic,Caribe,72,3,5
1165,organicfair,Canada,2013,Dominican Republic,La Red,72,3,5
2422,Desbarres,Canada,2019,Guatemala,"Monte Grande, batch 178",72,2,5
1165,organicfair,Canada,2013,Ecuador,Mindo,72,3,5
1720,Palette de Bine,Canada,2016,Belize,Maya Mtn,72,2,5
1916,Desbarres,Canada,2016,Tanzania,"Kilombero, batch 41",72,2,5
1239,Palette de Bine,Canada,2014,Bolivia,Alto Beni,72,2,5
2652,Sirene,Canada,2021,Mexico,"Soconusco, Rayen Cacao Co-op",73,3,5
2652,Sirene,Canada,2021,India,Anamalai,73,3,5
1996,Sirene,Canada,2017,Peru,Tingo Maria,73,2,5
1339,Sirene,Canada,2014,Madagascar,"Somia Plantation, 2012",73,3,5
1343,Sirene,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas",73,3,5
1650,Sirene,Canada,2015,Haiti,Pisa,73,2,5
1860,Sirene,Canada,2016,Ecuador,"Esmeraldas, Salazar Farm",73,2,5
2482,Sweetness,Canada,2020,Papua New Guinea,Papua New Guinea,73,3,5
1788,Sirene,Canada,2016,Bolivia,Wild Bolivia,73,2,5
1614,Sirene,Canada,2015,Guatemala,Lachua w/ cane sugar,73,2,5
1614,Sirene,Canada,2015,Guatemala,"Lachua w/ maple sugar, batch 5",73,2,5
2474,Sweetness,Canada,2020,Mexico,Tabasco,74,3,5
2478,Vaka,Canada,2020,Belize,"Maya Mountain, Toledo, batch 91",74,3,5
1161,organicfair,Canada,2013,Belize,Maya Mountain,74,3,5
1197,Habitual,Canada,2014,Blend,Campesino w/ nibs,74,3,5
1594,Soma,Canada,2015,Venezuela,Porcelana,75,3,5
1828,Soma,Canada,2016,Blend,"Abstract S. w/ Jamaica nibs,batch abs60323.0",75,3,5
1197,Habitual,Canada,2014,Dominican Republic,Dominican Republic,75,3,5
2000,Palette de Bine,Canada,2017,Dominican Republic,Dominican Republic,75,2,5
2000,Uncouth,Canada,2017,Dominican Republic,Dominican Republic,75,2,5
2004,Uncouth,Canada,2017,Guatemala,Guatemala,75,2,5
2004,Uncouth,Canada,2017,Tanzania,Tanzania,75,2,5
1936,Soul,Canada,2017,Venezuela,Venezuela,75,2,5
1936,Soul,Canada,2017,Ecuador,Ecuador,75,2,5
1808,Marigold's Finest,Canada,2016,Blend,Cacao Nib Crunch,75,2,5
1303,Palette de Bine,Canada,2014,Ecuador,"Camino Verde P., Balao, Guayas",75,2,5
1832,Chocosol,Canada,2016,Mexico,"Chiapas, Lacandon Jungle, Oaxacom Mtn",75,3,5
1498,Ambrosia,Canada,2015,Dominican Republic,Dominican Republic,75,2,5
1399,Palette de Bine,Canada,2014,Blend,Duo- Gran Couva & Camino Verde,75,2,5
1434,Cacao Hunters,Colombia,2014,Colombia,"Boyaca, Aprocampa Coop, Pauna",69,4,5
2558,Caofiori,Colombia,2021,Colombia,Meta,70,4,5
1430,Cacao Hunters,Colombia,2014,Colombia,Tumaco,70,4,5
2182,Tibito,Colombia,2018,Colombia,"Meta, lot 052",70,3,5
1434,Cacao Hunters,Colombia,2014,Colombia,Arauca,70,4,5
1331,Manifesto Cacao,Colombia,2014,Colombia,Colombia,70,4,5
2558,Caofiori,Colombia,2021,Colombia,Choco,70,4,5
2558,Caofiori,Colombia,2021,Colombia,Tumaco,70,4,5
2558,Caofiori,Colombia,2021,Colombia,Arauca,70,4,5
2182,Tibito,Colombia,2018,Colombia,"Putumayo, lot 021",70,3,5
414,Santander (Compania Nacional),Colombia,2009,Colombia,Colombian w/ nibs,70,5,5
1816,Cacao Hunters,Colombia,2016,Colombia,Macondo,71,3,5
1662,Cacao Hunters,Colombia,2015,Colombia,Arhuaca,72,3,5
1816,Cacao Hunters,Colombia,2016,Colombia,Perla Negra,74,3,5
404,Santander (Compania Nacional),Colombia,2009,Colombia,Colombian 2008,75,3,5
1034,Friis Holm (Bonnat),Denmark,2013,Nicaragua,"Medagla, Xoco",70,3,5
2130,Friis Holm,Denmark,2018,Nicaragua,"Rugoso, Bad Fermentation",70,3,5
2130,Friis Holm,Denmark,2018,Nicaragua,Nicaliso,70,3,5
2126,Friis Holm,Denmark,2018,Nicaragua,Medagla,70,3,5
1956,Friis Holm,Denmark,2017,Nicaragua,Barba,70,3,5
2130,Friis Holm,Denmark,2018,Nicaragua,"Chuno, 3x turned",70,3,5
2362,Mellow,Denmark,2019,Dominican Republic,"Oko Caribe, El Cibao, 2018 Harvest",70,2,5
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Johe, Xoco",70,3,5
2130,Friis Holm,Denmark,2018,Nicaragua,"Chuno, 2x turned",70,3,5
2134,Friis Holm,Denmark,2018,Nicaragua,Rugoso,70,3,5
2126,Friis Holm,Denmark,2018,Guatemala,Indio Rojo,70,3,5
895,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, triple turned, Xoco",70,3,5
1259,Friis Holm (Bonnat),Denmark,2014,Nicaragua,La Dalia,70,6,5
1034,Friis Holm (Bonnat),Denmark,2013,Nicaragua,Barba,70,3,5
899,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, double turned, Xoco",70,3,5
923,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Rugoso, Xoco",70,3,5
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Nicaliso, Xoco",70,3,5
2362,Mellow,Denmark,2019,Philippines,"Kablon Farms, Mindanao Island, 2018 harvest",70,2,5
899,Friis Holm (Bonnat),Denmark,2012,Honduras,"Red Mayan, Xoco",70,3,5
2122,Friis Holm,Denmark,2018,Nicaragua,Johe,70,3,5
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Chuno, Xoco",70,3,5
1912,Friis Holm,Denmark,2016,Nicaragua,"Rugoso, Bad Fermentation",70,2,5
2126,Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",70,3,5
1800,Summerbird,Denmark,2016,Peru,Peru,71,5,5
1327,Hacienda El Castillo,Ecuador,2014,Ecuador,Don Homero- Cerecita Valley,70,4,5
1848,Pacari,Ecuador,2016,Colombia,"Sierra Nevada, Tutu Iku",70,4,5
1415,Pacari,Ecuador,2014,Ecuador,Montubia,70,4,5
241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa 36hr/ W. F. blend prototype,70,4,5
1415,Pacari,Ecuador,2014,Ecuador,Tangara,70,4,5
2004,San Jose,Ecuador,2017,Ecuador,"H. San Jose, Los Rios, L300817",70,4,5
1415,Pacari,Ecuador,2014,Ecuador,Garaua,70,4,5
241,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Sisa's Secret/ original micro,70,4,5
863,Pacari,Ecuador,2012,Peru,Piura,70,4,5
370,Aequare (Gianduja),Ecuador,2009,Ecuador,"Los Rios, Quevedo, Arriba",70,4,5
266,Pacari,Ecuador,2008,Ecuador,Raw,70,4,5
1415,Pacari,Ecuador,2014,Ecuador,Cumbia,70,4,5
1654,Montecristi,Ecuador,2015,Ecuador,Manabi,70,5,5
721,Pacari,Ecuador,2011,Ecuador,Nube- prototype,70,4,5
237,Cacaoyere (Ecuatoriana),Ecuador,2008,Ecuador,Esmeraldas,71,4,5
414,Hoja Verde (Tulicorp),Ecuador,2009,Ecuador,Arriba,72,2,5
2398,Nikoa,Ecuador,2019,Ecuador,"Los Rios, Dec. 2018 H., Batch 2",72,3,5
224,Pacari,Ecuador,2008,Ecuador,Los Rios,72,4,5
147,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,Manabi,75,4,5
252,Chchukululu (Tulicorp),Ecuador,2008,Ecuador,Los Rios,75,3,5
263,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Cacao Nacional W.F.,75,4,5
565,Rancho San Jacinto,Ecuador,2010,Ecuador,Ecuador,75,10,5
2510,To'ak,Ecuador,2020,Ecuador,"Galapagos, Santa Cruz Island, 2018 h.",75,3,5
439,Republica del Cacao (aka Confecta),Ecuador,2009,Ecuador,"Los Rios, Vinces",75,4,5
494,Republica del Cacao (aka Confecta),Ecuador,2010,Ecuador,Esmeraldas,75,4,5
245,Kallari (Ecuatoriana),Ecuador,2008,Ecuador,Roberto,75,4,5
170,Republica del Cacao (aka Confecta),Ecuador,2007,Ecuador,Los Rios,75,4,5
931,Valrhona,France,2012,Venezuela,"Otucan, Grand Cru",69,5,5
346,La Maison du Chocolat (Valrhona),France,2009,Venezuela,"Porcelana, Pariguan",69,4,5
2020,Michel Cluizel,France,2017,Colombia,El Jardin,69,4,5
2206,A. Morin,France,2018,Venezuela,Porcelana,70,4,5
1319,A. Morin,France,2014,Venezuela,"Puerto Cabello, Criollo",70,4,5
1011,A. Morin,France,2013,Panama,Panama,70,4,5
1015,A. Morin,France,2013,Colombia,Colombie,70,4,5
1676,A. Morin,France,2015,Togo,Kpime,70,4,5
672,Chloe Chocolat,France,2011,Blend,Blend No. 1,70,5,5
1019,A. Morin,France,2013,Peru,Chanchamayo Province,70,4,5
2438,Michel Cluizel,France,2019,Guatemala,La Laguna Plantation,70,4,5
1319,A. Morin,France,2014,Peru,Pablino,70,4,5
2254,La Feverie (Hasnaa),France,2018,Guatemala,Asochivite,70,4,5
2114,Encuentro,France,2018,Dominican Republic,Oko Caribe,70,5,5
1434,Laia aka Chat-Noir,France,2014,Cuba,Cuba,70,5,5
2254,La Feverie (Hasnaa),France,2018,Belize,"Maya Mtn, 2017 harvest",70,5,5
2118,Encuentro,France,2018,Madagascar,Bejofo,70,5,5
1704,A. Morin,France,2015,Peru,Quilla,70,5,5
1019,A. Morin,France,2013,Peru,Piura,70,5,5
1315,A. Morin,France,2014,Venezuela,"Carenero, Criollo",70,5,5
2648,A. Morin,France,2021,Mexico,La Joya,70,5,5
404,Kaoka (Cemoi),France,2009,Blend,Noir,70,6,5
1015,A. Morin,France,2013,Papua New Guinea,Papua New Guinea,70,5,5
1680,A. Morin,France,2015,Togo,Akata,70,5,5
1011,A. Morin,France,2013,Brazil,Brazil,70,5,5
1315,A. Morin,France,2014,Venezuela,"Sur del Lago, Criollo",70,5,5
1015,A. Morin,France,2013,Venezuela,Chuao,70,5,5
761,Santome,France,2011,Sao Tome,Sao Tome,70,5,5
1676,A. Morin,France,2015,Togo,Atsane,70,4,5
2270,Michel Cluizel,France,2019,Brazil,Riachuelo Plantation,70,6,5
1011,A. Morin,France,2013,Ecuador,Equateur,70,6,5
2108,Encuentro,France,2018,Haiti,Pisa w/ nibs,70,6,5
1315,A. Morin,France,2014,Cuba,Cuba,70,6,5
895,Tobago Estate (Pralus),France,2012,Tobago,"Roxborough, Tobago",70,6,5
586,Cacao Barry,France,2010,Dominican Republic,Santo Domingo,70,6,5
951,Vietcacao (A. Morin),France,2012,Vietnam,"Ben Tre, Mekong Delta, MoCay",70,6,5
1205,Erithaj (A. Morin),France,2014,Vietnam,Ben Tre,70,6,5
2108,Encuentro,France,2018,Guatemala,Asochivite,70,6,5
1011,A. Morin,France,2013,Madagascar,"Madagascar, Criollo",70,4,5
1015,A. Morin,France,2013,Burma,Birmanie,70,4,5
797,A. Morin,France,2012,Bolivia,Bolivia,70,4,5
1145,Valrhona,France,2013,Blend,Anamalai,70,4,5
157,Valrhona,France,2007,Blend,"Le Noir Amer, West Africa",71,4,5
117,Valrhona,France,2007,Blend,Aragua,72,6,5
1379,Ara,France,2014,Mexico,Chiapas,72,5,5
141,Cacao Barry,France,2007,Venezuela,Venezuela,72,5,5
2358,La Feverie (Hasnaa),France,2019,Peru,"Piura Blanco, 2018 harvest",72,2,5
404,Cemoi,France,2009,Ecuador,Equateur,72,3,5
1121,La Maison du Chocolat (Valrhona),France,2013,Blend,"Cuana, 2013, Africa, Carribean, C. Am.",74,4,5
2028,Chapon,France,2017,Bolivia,"Beni, Cru Sauvage",74,2,5
1209,Erithaj (A. Morin),France,2014,Vietnam,"Ba Lai, Mekong Delta",74,3,5
230,La Maison du Chocolat (Valrhona),France,2008,Blend,"Cuana, 2008, Ven., Indonesia, Ecuad.",74,4,5
1379,Ara,France,2014,Ecuador,Equateur,75,3,5
2554,Bonnat,France,2021,Nicaragua,"El Castillero, Indio Maiz",75,3,5
717,Pralus,France,2011,Venezuela,"Porcelana, S. of Lake Maracaibo",75,4,5
1173,Alain Ducasse,France,2013,Peru,"Piura, Perou",75,5,5
629,Bonnat,France,2011,Brazil,Libanio,75,3,5
1215,Alain Ducasse,France,2014,Madagascar,Madagascar,75,5,5
280,Pralus,France,2008,Brazil,"Monte Alegre, Diego Badero",75,4,5
2406,Pralus,France,2019,Papua New Guinea,Papouasie,75,4,5
451,Pralus,France,2009,Venezuela,Cuyagua,75,4,5
629,Bonnat,France,2011,Peru,Piura Blanco,75,3,5
1339,Bonnat,France,2014,Brazil,Kaori,75,3,5
1642,Laia aka Chat-Noir,France,2015,Vietnam,"Lam Dong, Batch 153",75,4,5
2250,Bonnat,France,2018,Blend,"El Rosario, Xoconuzco, Cusco, Sambirano",75,3,5
199,Bonnat,France,2008,Venezuela,"Porcelana, Venezuela",75,3,5
2410,Pralus,France,2019,Sao Tome & Principe,Sao Tome & Principe,75,4,5
2418,Pralus,France,2019,Ecuador,Equateur,75,4,5
300,Cacao Barry,France,2008,Tanzania,Tanzania,75,5,5
123,Bonnat,France,2007,Ecuador,Equateur,75,3,5
1872,Raoul Boulanger,France,2016,Peru,Piura,75,3,5
629,Bonnat,France,2011,Cuba,Cuba,75,3,5
1042,Bonnat,France,2013,Gabon,Gabon,75,3,5
395,Bonnat,France,2009,Mexico,"Xoconusco, cacao Real",75,3,5
629,Bonnat,France,2011,Madagascar,"Madagascar, 100% criollo",75,3,5
336,Bonnat,France,2009,Peru,"Porcelana, Apotequil",75,3,5
2410,Pralus,France,2019,Indonesia,Java,75,4,5
629,Bonnat,France,2011,Haiti,Haiti,75,3,5
1590,Laia aka Chat-Noir,France,2015,Vietnam,"Vietnam, Batch 50/100",75,4,5
1912,Bonnat,France,2016,Mexico,Selva Maya,75,3,5
2414,Pralus,France,2019,Madagascar,Nosy Be Isle.,75,4,5
162,Pralus,France,2007,Sao Tome,Claudio Corallo w/ nibs,75,4,5
336,Bonnat,France,2009,Mexico,"Porcelana, Tabasco, Marfil de Blanco",75,3,5
1379,Ara,France,2014,Venezuela,Trincheras,75,3,5
486,Pralus,France,2010,Venezuela,Chuao,75,4,5
1215,Alain Ducasse,France,2014,Vietnam,Vietnam,75,5,5
761,Bonnat,France,2011,Jamaica,Jamaique,75,3,5
331,Bonnat,France,2009,Ivory Coast,Ivory Coast,75,3,5
1038,Bonnat,France,2013,Brazil,Maragnam,75,3,5
2246,Bonnat,France,2018,Peru,Madre de Dios,75,3,5
672,Bonnat,France,2011,Brazil,Juliana,75,3,5
2414,Pralus,France,2019,Ghana,Ghana,75,4,5
1638,Laia aka Chat-Noir,France,2015,Sao Tome,"Sao Tome, Batch 151",75,4,5
2410,Pralus,France,2019,Venezuela,Barlovento,75,4,5
1594,Laia aka Chat-Noir,France,2015,Ivory Coast,"Ivory Coast, Batch 56/100",75,4,5
1590,Laia aka Chat-Noir,France,2015,Madagascar,"Madagascar, Batch 59/100",75,4,5
1418,Bonnat,France,2014,Dominican Republic,"Los Colorados, Santo Domingo, Equateur",75,3,5
629,Bonnat,France,2011,Peru,"Cusco, Cacao Cusco",75,3,5
2418,Pralus,France,2019,Colombia,Colombie,75,4,5
1061,Alain Ducasse,France,2013,Venezuela,Chuao,75,5,5
1590,Laia aka Chat-Noir,France,2015,Peru,"Peru, Batch 51/100",75,4,5
1375,Ara,France,2014,Madagascar,Madagascar,75,3,5
280,Pralus,France,2008,Dominican Republic,Dominican Republic-Organic,75,4,5
1590,Laia aka Chat-Noir,France,2015,Cuba,"Cuba, Batch 59/100",75,4,5
1642,Laia aka Chat-Noir,France,2015,Brazil,Bahia,75,4,5
2414,Pralus,France,2019,Tanzania,Tanzanie,75,7,5
1992,Alain Ducasse,France,2017,Mexico,"Porcelana, Mexique",75,6,5
1446,Pralus,France,2015,Peru,Peru,75,3,5
2410,Pralus,France,2019,Trinidad,Trinidad,75,4,5
1642,Georgia Ramon,Germany,2015,Ghana,ABOCFA Coop,70,4,5
451,Coppeneur,Germany,2009,Venezuela,Chuao 70hr,70,4,5
478,Coppeneur,Germany,2010,Venezuela,Chuao,70,4,5
2210,Meybol,Germany,2018,Peru,Piura Blanco,70,4,5
761,Oialla by Bojessen (Malmo),Germany,2011,Bolivia,"Sylvestre, Oialla",70,4,5
959,Coppeneur,Germany,2012,Madagascar,Madagascar,70,4,5
451,Coppeneur,Germany,2009,Venezuela,Chuao 100hr,70,5,5
1646,Georgia Ramon,Germany,2015,Dominican Republic,Conacado Coop,70,5,5
1836,Timo A. Meyer,Germany,2016,Belize,"Belize, med roast",72,5,5
470,Coppeneur,Germany,2010,Grenada,Grenada,72,5,5
